",customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,payment_sequential,payment_type,payment_installments,payment_value,seller_city,seller_state,product_category_name_english,product_category,product_vol_cm3,estimated_days,arrival_days,shipping_days,seller_to_carrier_status,arrival_status,estimated_delivery_rate,arrival_delivery_rate,shipping_delivery_rate"
"36108,rio de janeiro,RJ,2017-06-09 09:47:24,2017-06-09 09:55:19,2017-06-09 16:02:57,2017-06-19 19:53:38,2017-07-04,4,,Bom,2017-06-21 00:00:00,2017-06-22 11:10:15,2017-06-15 09:55:19,99.9,15.45,50.0,291.0,1.0,1050.0,2,voucher,1,94.62,ibitinga,SP,bed_bath_table,Furniture,21000.0,25,10,10,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"41882,sao paulo,SP,2018-01-10 09:46:59,2018-01-10 10:31:48,2018-01-10 18:59:15,2018-01-19 19:46:52,2018-02-01,4,,,2018-01-20 00:00:00,2018-01-23 11:33:20,2018-01-17 09:56:49,155.99,16.72,57.0,665.0,1.0,2300.0,1,credit_card,4,172.71,ibitinga,SP,bed_bath_table,Furniture,18144.0,22,9,9,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"97799,rio de janeiro,RJ,2018-06-03 11:31:07,2018-06-03 11:50:34,2018-06-04 11:52:00,2018-06-18 18:02:46,2018-07-24,5,Tudo certo!,Deu tudo certo! ,2018-06-19 00:00:00,2018-06-19 21:50:21,2018-06-11 11:50:34,22.0,15.23,57.0,1356.0,2.0,225.0,1,credit_card,1,37.23,sao paulo,SP,electronics,Electronics,3696.0,51,15,14,OnTime/Early,OnTime/Early,Very Slow,Fast,Fast"
"86299,salvador,BA,2017-12-16 16:38:04,2017-12-19 09:30:51,2017-12-20 08:55:29,2018-01-09 20:37:07,2018-01-17,4,,,2018-01-10 00:00:00,2018-01-11 02:17:51,2017-12-26 09:30:51,89.99,50.5,58.0,1893.0,1.0,5950.0,1,boleto,1,140.49,ilicinea,MG,garden_tools,Furniture,8000.0,32,24,20,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral"
"43861,matinhos,PR,2018-04-02 10:39:14,2018-04-03 05:49:07,2018-04-04 22:38:43,2018-04-24 21:16:43,2018-04-27,4,recomendo,bom dentro das expectativas,2018-04-25 00:00:00,2018-04-26 13:58:56,2018-04-09 05:49:07,27.9,18.23,58.0,137.0,3.0,500.0,1,boleto,1,46.13,tres rios,RJ,bed_bath_table,Furniture,6480.0,25,22,20,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral"
"84773,sao jose do rio preto,SP,2017-12-18 09:44:19,2017-12-18 10:12:40,2017-12-18 20:07:11,2017-12-19 19:04:24,2018-01-05,5,,,2017-12-20 00:00:00,2017-12-22 16:55:04,2017-12-22 10:12:40,59.0,12.48,56.0,348.0,2.0,1550.0,1,boleto,1,71.48,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,18,1,1,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"16099,sao paulo,SP,2017-11-20 19:25:48,2017-11-21 03:56:30,2017-11-21 16:02:52,2017-11-23 15:26:40,2017-12-08,5,,,2017-11-24 00:00:00,2017-11-26 18:26:25,2017-11-28 03:56:30,120.0,13.86,55.0,385.0,1.0,768.0,1,boleto,1,133.86,ribeirao preto,SP,sports_leisure,Entertainment,2535.0,18,3,2,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"97303,juiz de fora,MG,2018-06-28 20:38:00,2018-06-28 20:50:19,2018-06-29 12:49:00,2018-07-03 16:32:51,2018-07-19,5,,,2018-07-04 00:00:00,2018-07-04 21:35:22,2018-07-02 20:50:19,40.6,23.08,46.0,604.0,1.0,750.0,1,credit_card,6,63.68,sao paulo,SP,construction_tools_construction,Industry & Construction,15120.0,21,5,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"14711,goiania,GO,2017-03-16 16:55:28,2017-03-16 16:55:28,2017-03-20 08:35:54,2017-03-21 11:27:51,2017-04-18,5,,Legal chegou antes do que era previsto.,2017-03-22 00:00:00,2017-03-23 11:12:54,2017-03-23 16:55:28,1199.0,40.94,63.0,1985.0,3.0,5900.0,1,boleto,1,1239.94,recife,PE,auto,Electronics,8400.0,33,5,1,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast"
"31078,oliveira,MG,2018-06-06 13:04:40,2018-06-06 13:32:43,2018-06-07 14:18:00,2018-06-19 19:41:48,2018-07-20,5,,,2018-06-20 00:00:00,2018-06-25 15:25:25,2018-06-14 13:31:53,42.0,22.06,32.0,42.0,1.0,300.0,1,credit_card,2,28.29,pinhais,PR,housewares,Home & Garden,2640.0,44,13,12,OnTime/Early,OnTime/Early,Very Slow,Fast,Fast"
"12058,salgado filho,PR,2018-05-16 12:22:12,2018-05-16 12:39:38,2018-05-17 13:07:00,2018-06-07 15:58:37,2018-06-08,5,Produto entregue,O pruto deveria vim especificados a metragem correta,2018-06-08 00:00:00,2018-06-10 19:20:13,2018-05-18 12:31:08,25.9,18.23,27.0,299.0,4.0,300.0,1,credit_card,1,88.26,mogi das cruzes,SP,auto,Electronics,11475.0,23,22,21,OnTime/Early,OnTime/Early,Neutral,Neutral,Neutral"
"56733,arapiraca,AL,2017-11-27 01:59:49,2017-11-27 02:15:22,2017-12-01 22:07:08,2017-12-21 22:14:21,2017-12-28,5,,,2017-12-22 00:00:00,2017-12-24 01:44:21,2017-12-01 02:15:22,323.18,36.06,52.0,944.0,1.0,100.0,1,credit_card,5,359.24,riberao preto,SP,computers_accessories,Electronics,6400.0,31,24,20,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral"
"65771,sorocaba,SP,2018-06-22 21:50:08,2018-06-22 22:17:42,2018-06-25 12:55:00,2018-06-26 15:31:59,2018-07-05,5,,,2018-06-27 00:00:00,2018-06-27 21:54:57,2018-06-25 22:17:42,85.0,7.86,60.0,482.0,5.0,400.0,1,credit_card,1,92.86,sao paulo,SP,watches_gifts,Electronics,352.0,13,4,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"53053,varginha,MG,2018-01-03 11:48:15,2018-01-03 11:58:26,2018-01-04 22:24:27,2018-01-11 20:25:12,2018-02-15,5,,,2018-01-12 00:00:00,2018-01-15 10:48:23,2018-01-16 11:58:26,199.0,18.96,53.0,270.0,1.0,850.0,1,credit_card,4,217.96,montenegro,RS,cool_stuff,Fashion,27588.0,43,8,7,OnTime/Early,OnTime/Early,Very Slow,Fast,Very Fast"
"55780,rio de janeiro,RJ,2018-05-20 22:43:50,2018-05-20 23:10:09,2018-05-28 15:30:00,2018-06-07 20:18:54,2018-06-28,4,,,2018-06-08 00:00:00,2018-06-10 23:44:57,2018-05-30 23:10:09,79.9,15.44,54.0,1169.0,1.0,150.0,1,credit_card,1,95.34,campinas,SP,computers_accessories,Electronics,4096.0,39,18,10,OnTime/Early,OnTime/Early,Slow,Neutral,Fast"
"15166,cotia,SP,2017-08-23 16:42:46,2017-08-25 03:05:35,2017-08-25 19:57:27,2017-08-28 21:48:44,2017-09-05,5,,,2017-08-29 00:00:00,2017-08-30 11:16:51,2017-08-31 03:05:35,29.0,9.27,49.0,2009.0,4.0,233.0,1,boleto,1,38.27,praia grande,SP,sports_leisure,Entertainment,4928.0,13,5,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"68742,suzano,SP,2018-01-08 19:19:47,2018-01-08 19:30:33,2018-01-09 20:47:43,2018-01-24 01:38:59,2018-01-31,4,,,2018-01-24 00:00:00,2018-01-24 22:33:39,2018-01-12 19:30:33,50.0,12.69,41.0,510.0,3.0,900.0,1,credit_card,5,62.69,serra negra,SP,watches_gifts,Electronics,26880.0,23,16,15,OnTime/Early,OnTime/Early,Neutral,Neutral,Fast"
"6099,barueri,SP,2018-03-17 23:06:17,2018-03-17 23:27:44,2018-03-20 16:11:43,2018-03-21 17:13:25,2018-04-02,5,,Produto conforme descrição no site. Chegou dentro do prazo. Recomendo!,2018-03-22 00:00:00,2018-03-26 15:32:16,2018-03-22 23:27:44,69.9,12.43,44.0,903.0,6.0,2600.0,1,credit_card,4,82.33,sao paulo,SP,furniture_decor,Furniture,15000.0,16,4,1,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"96799,sao paulo,SP,2018-07-31 15:48:32,2018-07-31 16:44:09,2018-08-02 15:29:00,2018-08-06 21:46:42,2018-08-15,5,Excelência ,,2018-08-07 00:00:00,2018-08-09 01:38:54,2018-08-02 16:31:41,149.0,19.14,46.0,259.0,4.0,4100.0,1,credit_card,2,168.14,uberlandia,MG,construction_tools_construction,Industry & Construction,17150.0,15,6,4,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"19508,rio de janeiro,RJ,2018-08-11 18:20:45,2018-08-11 18:30:22,2018-08-13 14:37:00,2018-08-16 23:10:47,2018-08-22,5,,,2018-08-17 00:00:00,2018-08-19 01:24:14,2018-08-14 18:30:22,369.9,23.89,55.0,1294.0,2.0,3325.0,1,credit_card,10,393.79,santo andre,SP,sports_leisure,Entertainment,27776.0,11,5,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"30006,santa isabel,SP,2017-12-23 13:03:06,2017-12-24 07:07:24,2017-12-26 23:09:10,2018-01-03 18:52:49,2018-01-26,1,,Até agora não recebi meu produto ,2018-01-04 00:00:00,2018-01-08 13:08:54,2017-12-29 07:07:24,29.9,15.11,43.0,357.0,1.0,217.0,1,credit_card,1,45.01,curitiba,PR,housewares,Home & Garden,1260.0,34,11,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"39732,carapicuiba,SP,2018-06-08 15:17:41,2018-06-08 16:30:41,2018-06-12 14:50:00,2018-06-13 22:03:03,2018-06-20,1,nao recomendo,mau atendimento. ate agora nao resolveram meu problema. ,2018-06-14 00:00:00,2018-06-19 20:59:43,2018-06-13 16:10:07,15.9,7.87,56.0,211.0,1.0,195.0,1,credit_card,2,71.31,votorantim,SP,bed_bath_table,Furniture,2944.0,12,5,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"48055,campina grande,PB,2017-02-01 18:22:02,2017-02-01 18:31:14,2017-02-02 08:06:33,2017-02-17 13:42:05,2017-03-22,5,,Bons preços e produtos e entrega dentro do prazo.,2017-02-21 00:00:00,2017-02-23 12:37:01,2017-02-05 18:22:02,104.99,35.35,59.0,1164.0,4.0,6133.0,1,credit_card,3,95.1,joinville,SC,toys,Entertainment,73920.0,49,16,15,OnTime/Early,OnTime/Early,Very Slow,Neutral,Fast"
"97472,aguas de lindoia,SP,2018-07-02 14:28:22,2018-07-02 15:30:43,2018-07-03 12:08:00,2018-07-06 18:34:40,2018-07-20,5,,,2018-07-07 00:00:00,2018-07-08 03:37:03,2018-07-04 15:30:30,249.9,16.06,60.0,723.0,8.0,1450.0,1,credit_card,10,531.92,sao paulo,SP,construction_tools_construction,Industry & Construction,6000.0,18,4,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"100703,campo grande,MS,2018-02-14 15:13:26,2018-02-15 03:56:02,2018-02-16 19:56:47,2018-03-02 17:47:08,2018-03-09,3,,,2018-03-03 00:00:00,2018-03-04 03:24:51,2018-02-21 02:56:02,171.0,15.95,51.0,1621.0,2.0,200.0,1,boleto,1,186.95,braganca paulista,SP,pet_shop,Home & Garden,1960.0,23,16,14,OnTime/Early,OnTime/Early,Neutral,Neutral,Fast"
"33893,araguaina,TO,2018-04-23 11:42:08,2018-04-25 03:30:31,2018-04-25 14:41:00,2018-05-10 22:44:59,2018-05-28,5,,,2018-05-11 00:00:00,2018-05-17 22:14:51,2018-05-02 03:30:31,129.0,85.61,52.0,270.0,1.0,6450.0,1,boleto,1,214.61,bento goncalves,RS,kitchen_dining_laundry_garden_furniture,Furniture,41472.0,35,17,15,OnTime/Early,OnTime/Early,Slow,Neutral,Fast"
"85345,campinas,SP,2018-04-04 09:48:49,2018-04-05 02:28:17,2018-04-05 20:03:49,2018-04-12 20:32:33,2018-04-24,5,,""Minha luminária chegou dentro do prazo estipulado (até um pouquinho antes), muito bem embalada e dentro das especificações. Recomendo o produto e a loja, com certeza!"",2018-04-13 00:00:00,2018-04-16 12:30:16,2018-04-11 02:28:17,53.9,13.46,58.0,340.0,2.0,1500.0,1,boleto,1,67.36,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,20,8,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"106261,salvador,BA,2017-06-06 17:52:07,2017-06-06 18:05:24,2017-06-07 13:01:22,2017-06-16 17:26:35,2017-07-07,5,,,2017-06-17 00:00:00,2017-06-18 03:01:06,2017-06-12 18:05:24,49.0,15.79,59.0,93.0,7.0,250.0,1,credit_card,1,64.79,sao paulo,SP,fashion_bags_accessories,Fashion,352.0,31,10,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"63275,sao paulo,SP,2017-07-10 22:08:53,2017-07-10 22:23:29,2017-07-12 19:57:56,2017-07-17 14:58:06,2017-07-28,5,,""Produto excelente para conservação do console, contra poeira e tempo 👍🏽"",2017-07-18 00:00:00,2017-07-18 21:07:20,2017-07-16 22:23:29,19.9,11.85,49.0,100.0,4.0,150.0,1,credit_card,3,31.75,dracena,SP,consoles_games,Electronics,2304.0,18,7,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"99842,florianopolis,SC,2018-08-12 20:48:10,2018-08-12 21:04:54,2018-08-13 13:31:00,2018-08-21 16:28:46,2018-09-03,5,,,2018-08-22 00:00:00,2018-08-24 19:39:30,2018-08-16 21:04:24,189.9,20.24,59.0,1302.0,3.0,500.0,1,credit_card,1,210.14,brasilia,DF,electronics,Electronics,1408.0,22,9,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"100173,niteroi,RJ,2018-02-25 13:22:09,2018-02-25 14:00:23,2018-02-26 23:05:26,2018-04-02 22:28:34,2018-03-19,1,,,2018-03-21 00:00:00,2018-03-21 14:45:43,2018-03-01 14:00:23,399.0,34.12,31.0,1587.0,1.0,7738.0,1,credit_card,1,433.12,jundiai,SP,electronics,Electronics,64960.0,22,36,35,OnTime/Early,Late,Neutral,Slow,Slow"
"33294,cambe,PR,2018-05-04 12:41:25,2018-05-04 14:12:55,2018-05-07 15:10:00,2018-05-11 23:36:34,2018-05-23,3,pena que ficou pequena,""teria que ter a medida certa e a cor, porque não gostei da cor"",2018-05-12 00:00:00,2018-05-15 15:40:59,2018-05-10 14:12:55,79.9,19.53,55.0,2812.0,7.0,750.0,1,credit_card,3,99.43,bauru,SP,housewares,Home & Garden,10800.0,19,7,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"37184,porto alegre,RS,2017-03-22 17:29:47,2017-03-22 17:29:47,2017-03-27 12:37:36,2017-04-18 09:44:56,2017-04-24,3,,Não gostei da falta de retorno quanto ao status da minha entrega. Os correios diziam já ter tentado entregar e busquei respostas e nada. No fim acabaram entregando tudo ok mas precisam rever os canais,2017-04-19 00:00:00,2017-04-22 17:44:46,2017-04-03 17:29:47,114.9,21.12,52.0,167.0,1.0,1900.0,1,credit_card,1,136.02,piracicaba,SP,bed_bath_table,Furniture,11515.0,33,27,22,OnTime/Early,OnTime/Early,Slow,Slow,Neutral"
"102898,belo horizonte,MG,2018-03-13 13:58:19,2018-03-13 14:15:38,2018-03-20 23:24:45,2018-04-03 02:52:50,2018-04-03,3,,,2018-04-03 00:00:00,2018-04-04 12:49:37,2018-03-19 14:15:38,570.0,21.87,46.0,553.0,2.0,9550.0,1,credit_card,10,591.87,catanduva,SP,food_drink,Food & Drinks,57000.0,21,21,14,Late,OnTime/Early,Neutral,Neutral,Fast"
"55010,sao goncalo,RJ,2017-12-23 23:51:31,2017-12-24 00:08:06,2017-12-27 13:59:28,2018-02-03 16:21:12,2018-01-31,1,,""Venho expressar a minha grande insatisfação pela loja e vendedor do produto."
"Comprei o produto a mais de um mês e não recebi, o mesmo ficou de entrar em contato comigo e não me respondeu. "",2018-02-02 00:00:00,2018-02-02 19:15:29,2017-12-29 00:08:06,149.99,40.38,59.0,1893.0,1.0,6550.0,1,credit_card,2,190.37,ilicinea,MG,computers_accessories,Electronics,8000.0,39,42,38,OnTime/Early,Late,Slow,Very Slow,Slow"
"39486,sete lagoas,MG,2017-11-28 13:48:59,2017-11-28 15:06:50,2017-12-04 18:07:19,2017-12-16 01:51:36,2017-12-26,5,,,2017-12-16 00:00:00,2017-12-28 11:13:33,2017-12-04 15:06:50,84.44,19.83,53.0,1017.0,1.0,1975.0,1,credit_card,4,104.27,brusque,SC,bed_bath_table,Furniture,16744.0,28,18,12,OnTime/Early,OnTime/Early,Slow,Neutral,Fast"
"32907,sao paulo,SP,2018-08-14 23:22:32,2018-08-14 23:30:20,2018-08-15 12:41:00,2018-08-16 18:09:53,2018-08-17,4,Bom para ótimo,O que seria mais fácil seria fazer uma nota só para os produtos qdo vc fecha um pedido sem ter terminar as compras e ruim .Deveria qdo vc coloca a compra no carrinho haver tendo retorno mais facilita,2018-08-17 00:00:00,2018-08-18 02:40:32,2018-08-16 23:30:20,53.9,11.4,60.0,922.0,5.0,975.0,1,credit_card,3,65.3,sbc/sp,SP,housewares,Home & Garden,17712.0,3,2,1,OnTime/Early,OnTime/Early,Very Fast,Very Fast,Very Fast"
"18965,corrente,PI,2017-09-02 06:21:22,2017-09-02 06:30:16,2017-09-13 18:06:50,2017-09-22 16:51:43,2017-10-04,5,,,2017-09-23 00:00:00,2017-09-24 23:05:12,2017-09-11 06:30:16,193.0,38.9,51.0,929.0,1.0,2200.0,1,credit_card,7,231.9,guara,SP,sports_leisure,Entertainment,10648.0,32,20,9,Late,OnTime/Early,Slow,Neutral,Fast"
"20784,pouso alegre,MG,2017-09-13 18:30:53,2017-09-13 18:44:16,2017-09-14 18:56:44,2017-09-22 20:52:23,2017-10-06,5,,Entrega foi muito ágil,2017-09-23 00:00:00,2017-09-24 17:37:46,2017-09-19 18:44:16,139.9,17.42,55.0,1123.0,8.0,4000.0,3,voucher,1,60.0,campo largo,PR,sports_leisure,Entertainment,27060.0,23,9,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"83333,novo gama,GO,2017-11-23 11:48:49,2017-11-23 12:01:53,2017-11-24 15:21:25,2017-12-16 12:00:01,2017-12-15,5,,,2017-12-17 00:00:00,2017-12-18 17:25:02,2017-11-29 12:00:23,68.9,15.23,51.0,201.0,1.0,500.0,1,credit_card,1,9.15,jacarei,SP,home_construction,Furniture,9600.0,22,23,22,OnTime/Early,Late,Neutral,Neutral,Neutral"
"23692,bom jesus dos perdoes,SP,2018-05-17 16:42:45,2018-05-18 16:58:23,2018-05-21 12:03:00,2018-05-25 19:57:34,2018-06-01,5,,,2018-05-26 00:00:00,2018-05-28 14:02:59,2018-05-22 16:58:23,29.99,13.71,26.0,655.0,1.0,250.0,1,credit_card,4,43.7,sao paulo,SP,baby,Fashion,9016.0,15,8,4,OnTime/Early,OnTime/Early,Fast,Fast,Very Fast"
"30141,patos de minas,MG,2017-10-09 17:58:37,2017-10-10 03:35:24,2017-10-10 21:24:02,2017-10-13 18:14:00,2017-10-27,5,,""chegou muito rapido, produto de acordo com a descrição."",2017-10-14 00:00:00,2017-10-17 18:29:02,2017-10-17 04:35:24,26.9,13.37,58.0,379.0,1.0,1850.0,1,boleto,1,40.27,araguari,MG,housewares,Home & Garden,11025.0,18,4,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"26395,dom pedrito,RS,2017-11-18 11:44:26,2017-11-18 11:55:34,2017-11-21 18:09:59,2017-11-29 13:54:49,2017-12-19,1,,Comprei duas unidades do produto e entregaram somente uma,2017-11-30 00:00:00,2017-12-02 18:45:29,2017-11-23 11:55:34,43.0,16.11,51.0,737.0,2.0,400.0,1,credit_card,1,118.22,carapicuiba,SP,baby,Fashion,8874.0,31,11,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"84107,montes claros,MG,2018-02-01 17:15:31,2018-02-01 17:33:05,2018-02-07 22:42:35,2018-02-19 18:58:02,2018-03-02,1,,COMPREI DUAS UNIDADES DO PRODUTO E APENAS UMA UNIDADE CHEGOU EM MINHA RESIDÊNCIA. QUERO SABER O QUE ACONTECEU POIS ENTRO EM CONTATO COM A EMPRESA SEM RETORNO,2018-02-20 00:00:00,2018-02-23 11:49:39,2018-02-07 17:31:23,49.9,17.6,57.0,366.0,2.0,1650.0,1,credit_card,2,135.0,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,29,18,12,OnTime/Early,OnTime/Early,Slow,Neutral,Fast"
"15791,sao paulo,SP,2018-07-05 17:46:19,2018-07-05 18:10:50,2018-07-06 11:08:00,2018-07-11 18:52:37,2018-07-30,1,,""O produto não veio correto , tá errado em produto e em peso"",2018-07-12 00:00:00,2018-07-13 14:02:48,2018-07-13 18:10:50,79.0,18.85,49.0,1096.0,3.0,3050.0,1,credit_card,1,97.85,jau,SP,sports_leisure,Entertainment,8000.0,25,6,5,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast"
"996,sao luis,MA,2018-03-03 08:59:18,2018-03-03 09:10:28,2018-03-15 18:31:35,2018-04-21 00:48:52,2018-04-12,1,,Não responde as solicitações de atendimento.,2018-04-14 00:00:00,2018-04-14 13:12:47,2018-03-16 09:10:28,159.99,59.29,45.0,527.0,1.0,9750.0,1,credit_card,1,219.28,itaquaquecetuba,SP,office_furniture,Furniture,72324.0,40,49,37,OnTime/Early,Late,Very Slow,Very Slow,Slow"
"60975,goiania,GO,2018-02-02 15:16:38,2018-02-02 15:30:26,2018-02-08 18:18:37,2018-02-20 01:39:53,2018-03-02,4,,,2018-02-21 00:00:00,2018-02-21 08:12:40,2018-02-08 15:30:26,98.0,15.45,38.0,247.0,1.0,500.0,2,voucher,1,36.75,sao paulo,SP,computers_accessories,Electronics,2592.0,28,18,12,OnTime/Early,OnTime/Early,Slow,Neutral,Fast"
"102701,caieiras,SP,2018-02-11 17:02:23,2018-02-11 17:15:30,2018-02-15 21:26:47,2018-02-20 14:42:04,2018-03-07,4,,,2018-02-21 00:00:00,2018-02-22 04:48:29,2018-02-15 17:15:30,40.8,15.11,56.0,963.0,1.0,1100.0,1,credit_card,5,55.91,belo horizonte,MG,food_drink,Food & Drinks,3600.0,24,9,5,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"31304,sao paulo,SP,2018-08-05 08:21:21,2018-08-05 08:35:11,2018-08-06 12:40:00,2018-08-10 17:56:47,2018-08-15,4,,,2018-08-11 00:00:00,2018-08-12 09:57:40,2018-08-07 08:35:11,173.93,24.02,29.0,594.0,1.0,1400.0,1,credit_card,1,197.95,massaranduba,SC,housewares,Home & Garden,10400.0,10,5,4,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"89556,taquarituba,SP,2017-11-26 19:39:49,2017-11-26 19:54:07,2017-11-29 22:26:58,2017-12-04 16:09:09,2017-12-18,5,,Bom preço e produto.,2017-12-05 00:00:00,2017-12-08 11:19:28,2017-11-30 19:53:37,79.0,13.57,55.0,153.0,2.0,7050.0,1,credit_card,8,92.57,campo limpo paulista,SP,stationery,Books & Stationery,10200.0,22,8,5,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"31800,sao paulo,SP,2017-03-21 17:34:37,2017-03-21 17:34:37,2017-03-22 08:39:25,2017-03-23 09:50:35,2017-04-17,5,,,2017-03-24 00:00:00,2017-03-24 21:29:39,2017-03-27 17:34:37,65.0,15.56,59.0,435.0,5.0,5350.0,1,credit_card,1,80.56,santo andre,SP,housewares,Home & Garden,28512.0,27,2,1,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast"
"96174,ponta grossa,PR,2018-02-19 20:56:26,2018-02-19 22:26:54,2018-02-20 19:19:11,2018-02-26 12:38:52,2018-03-13,5,,,2018-02-27 00:00:00,2018-02-28 14:17:53,2018-02-25 22:07:13,219.0,16.28,54.0,838.0,2.0,600.0,1,credit_card,2,235.28,balneario camboriu,SC,telephony,Electronics,352.0,22,7,6,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"74441,formosa da serra negra,MA,2018-04-16 10:31:31,2018-04-16 10:50:48,2018-04-30 16:11:00,2018-05-28 22:20:51,2018-05-22,4,RECOMENDO,,2018-05-24 00:00:00,2018-05-25 16:52:55,2018-04-25 10:50:48,99.0,56.5,32.0,397.0,2.0,250.0,1,credit_card,5,155.5,videira,SC,health_beauty,Beauty & Health,2816.0,36,42,28,Late,Late,Slow,Very Slow,Slow"
"35508,paracatu,MG,2017-08-12 22:29:58,2017-08-12 22:44:12,2017-08-14 16:18:06,2017-08-18 19:53:36,2017-09-05,5,,,2017-08-19 00:00:00,2017-08-22 02:03:31,2017-08-16 22:44:12,220.0,22.03,62.0,313.0,1.0,3500.0,1,credit_card,10,242.03,ibitinga,SP,bed_bath_table,Furniture,23625.0,24,6,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"22205,rio de janeiro,RJ,2017-10-12 15:30:49,2017-10-12 15:49:25,2017-10-16 21:37:51,2017-10-24 17:04:15,2017-11-06,5,,,2017-10-25 00:00:00,2017-10-26 00:06:56,2017-10-23 16:49:25,79.99,22.88,56.0,2504.0,1.0,2900.0,1,credit_card,5,102.87,sao paulo,SP,sports_leisure,Entertainment,27000.0,25,12,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"100644,belo horizonte,MG,2017-08-03 09:05:52,2017-08-03 09:24:03,2017-08-04 17:10:28,2017-08-07 23:37:17,2017-08-16,5,,,2017-08-08 00:00:00,2017-08-14 19:47:26,2017-08-09 09:24:03,69.9,9.74,57.0,558.0,1.0,850.0,1,credit_card,1,79.64,belo horizonte,MG,pet_shop,Home & Garden,18000.0,13,4,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"17953,bebedouro,SP,2017-04-24 19:58:33,2017-04-26 09:36:17,2017-04-27 06:18:09,2017-05-06 11:42:42,2017-05-15,5,,""excelente, sempre rapido. Recomendo sempre!"",2017-05-07 00:00:00,2017-05-07 21:54:30,2017-05-03 02:15:37,81.0,61.09,59.0,881.0,1.0,18100.0,1,boleto,1,209.82,claudio,MG,sports_leisure,Entertainment,4332.0,21,12,9,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"27457,belo horizonte,MG,2017-12-05 16:57:33,2017-12-05 17:12:19,2017-12-08 01:39:41,2017-12-20 01:48:39,2017-12-29,1,,""Fornecedor péssimo, não recebi meu produto até hoje, nunca mais comprarei nem indicarei stark pra ninguém. Muito ruim . "",2017-12-20 00:00:00,2017-12-21 00:00:24,2017-12-11 17:12:19,21.15,0.14,59.0,887.0,1.0,5500.0,2,voucher,1,33.44,sao paulo,SP,housewares,Home & Garden,32768.0,24,15,12,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"53269,assis,SP,2017-09-28 22:23:10,2017-09-30 12:49:29,2017-10-02 19:40:08,2017-10-06 20:52:16,2017-10-30,5,,Recomendo,2017-10-07 00:00:00,2017-10-09 12:03:49,2017-10-05 12:49:29,139.9,8.21,31.0,1194.0,3.0,10225.0,1,credit_card,3,551.25,santa rita do sapucai,MG,cool_stuff,Fashion,2299.0,32,8,4,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast"
